GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
MIR598,0,NaN,NaN,NaN,NaN,NaN,Low
MIR599,0,NaN,NaN,NaN,NaN,NaN,Low
MIR600,0,NaN,NaN,NaN,NaN,NaN,Low
MIR600HG,54.45687433,-0.818929713,0.304147377,-2.692542414,0.007090952,0.236833142,OK
MIR601,0,NaN,NaN,NaN,NaN,NaN,Low
MIR602,0,NaN,NaN,NaN,NaN,NaN,Low
MIR603,0,NaN,NaN,NaN,NaN,NaN,Low
MIR604,0,NaN,NaN,NaN,NaN,NaN,Low
MIR605,0,NaN,NaN,NaN,NaN,NaN,Low
MIR606,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6068,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6069,0,NaN,NaN,NaN,NaN,NaN,Low
MIR607,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6070,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6071,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6072,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6073,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6074,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6075,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6076,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6077,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6078,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6079,0,NaN,NaN,NaN,NaN,NaN,Low
MIR608,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6080,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6081,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6082,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6083,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6084,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6085,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6086,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6088,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6089,0,NaN,NaN,NaN,NaN,NaN,Low
MIR609,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6090,0,NaN,NaN,NaN,NaN,NaN,Low
MIR610,0,NaN,NaN,NaN,NaN,NaN,Low
MIR611,0,NaN,NaN,NaN,NaN,NaN,Low
MIR612,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6124,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6125,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6126,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6127,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6128,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6129,0,NaN,NaN,NaN,NaN,NaN,Low
MIR613,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6130,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6131,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6132,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6133,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6134,0,NaN,NaN,NaN,NaN,NaN,Low
MIR614,0,NaN,NaN,NaN,NaN,NaN,Low
MIR615,0,NaN,NaN,NaN,NaN,NaN,Low
MIR616,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6165,0,NaN,NaN,NaN,NaN,NaN,Low
MIR617,0,NaN,NaN,NaN,NaN,NaN,Low
MIR618,0,NaN,NaN,NaN,NaN,NaN,Low
MIR619,0,NaN,NaN,NaN,NaN,NaN,Low
MIR620,0,NaN,NaN,NaN,NaN,NaN,Low
MIR621,0,NaN,NaN,NaN,NaN,NaN,Low
MIR622,0.16747037,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
MIR623,0,NaN,NaN,NaN,NaN,NaN,Low
MIR624,0,NaN,NaN,NaN,NaN,NaN,Low
MIR625,0,NaN,NaN,NaN,NaN,NaN,Low
MIR626,0,NaN,NaN,NaN,NaN,NaN,Low
MIR627,0,NaN,NaN,NaN,NaN,NaN,Low
MIR628,0,NaN,NaN,NaN,NaN,NaN,Low
MIR629,0,NaN,NaN,NaN,NaN,NaN,Low
MIR630,0,NaN,NaN,NaN,NaN,NaN,Low
MIR631,0,NaN,NaN,NaN,NaN,NaN,Low
MIR632,0,NaN,NaN,NaN,NaN,NaN,Low
MIR633,0,NaN,NaN,NaN,NaN,NaN,Low
MIR634,0,NaN,NaN,NaN,NaN,NaN,Low
MIR635,0,NaN,NaN,NaN,NaN,NaN,Low
MIR636,0,NaN,NaN,NaN,NaN,NaN,Low
MIR637,0,NaN,NaN,NaN,NaN,NaN,Low
MIR638,0,NaN,NaN,NaN,NaN,NaN,Low
MIR639,0,NaN,NaN,NaN,NaN,NaN,Low
MIR640,0,NaN,NaN,NaN,NaN,NaN,Low
MIR641,0,NaN,NaN,NaN,NaN,NaN,Low
MIR642A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR642B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR643,0,NaN,NaN,NaN,NaN,NaN,Low
MIR644A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR645,0,NaN,NaN,NaN,NaN,NaN,Low
MIR646,0,NaN,NaN,NaN,NaN,NaN,Low
MIR646HG,0,NaN,NaN,NaN,NaN,NaN,Low
MIR647,0,NaN,NaN,NaN,NaN,NaN,Low
MIR648,0,NaN,NaN,NaN,NaN,NaN,Low
MIR649,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6499,0,NaN,NaN,NaN,NaN,NaN,Low
MIR650,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6500,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6501,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6502,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6503,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6504,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6505,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6506,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6507,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6508,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6509,0,NaN,NaN,NaN,NaN,NaN,Low
MIR651,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6510,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511A1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511A2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511A3,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511A4,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511B1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6511B2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6512,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6513,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6514,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6515,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6516,0,NaN,NaN,NaN,NaN,NaN,Low
MIR652,0,NaN,NaN,NaN,NaN,NaN,Low
MIR653,0,NaN,NaN,NaN,NaN,NaN,Low
MIR654,0,NaN,NaN,NaN,NaN,NaN,Low
MIR655,0,NaN,NaN,NaN,NaN,NaN,Low
MIR656,0,NaN,NaN,NaN,NaN,NaN,Low
MIR657,0,NaN,NaN,NaN,NaN,NaN,Low
MIR658,0,NaN,NaN,NaN,NaN,NaN,Low
MIR659,0,NaN,NaN,NaN,NaN,NaN,Low
MIR660,0,NaN,NaN,NaN,NaN,NaN,Low
MIR661,0,NaN,NaN,NaN,NaN,NaN,Low
MIR662,0,NaN,NaN,NaN,NaN,NaN,Low
MIR663A,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
MIR663AHG,0,NaN,NaN,NaN,NaN,NaN,Low
MIR663B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR664A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR664B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR665,0,NaN,NaN,NaN,NaN,NaN,Low
MIR668,0,NaN,NaN,NaN,NaN,NaN,Low
MIR670,0,NaN,NaN,NaN,NaN,NaN,Low
MIR670HG,0,NaN,NaN,NaN,NaN,NaN,Low
MIR671,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6715A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6715B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6716,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6717,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6718,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6719,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6720,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6721,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6722,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6726,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6727,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6728,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6729,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6730,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6731,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6732,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6733,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6734,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6735,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6736,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6737,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6738,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6739,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6740,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6741,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6742,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6743,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6744,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6745,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6746,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6747,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6748,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6749,0,NaN,NaN,NaN,NaN,NaN,Low
MIR675,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6750,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6751,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6752,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6753,0.650576856,-0.864370559,2.743544467,-0.315056151,0.752719021,NaN,Low
MIR6754,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6755,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6756,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6757,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6758,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6759,0,NaN,NaN,NaN,NaN,NaN,Low
MIR676,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6760,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6761,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6762,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6763,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6764,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6765,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6766,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6767,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6768,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6769A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6769B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6770-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6770-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6770-3,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6771,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6772,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6773,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6774,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6775,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6776,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6777,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6778,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6779,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6780A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6780B,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6781,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6782,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6783,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6784,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6785,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6786,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6787,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6788,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6789,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6790,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6791,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6792,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6793,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6794,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6795,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6796,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6797,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6798,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6799,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6800,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6801,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6802,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6803,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6804,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6805,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6806,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6807,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6808,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6809,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6810,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6811,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6812,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6813,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6814,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6815,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6816,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6817,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6818,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6819,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6820,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6821,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6822,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6823,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6824,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6825,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6826,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6827,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6828,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6829,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6830,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6831,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6832,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6833,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6834,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6835,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6836,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6837,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6838,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6839,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6840,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6841,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6842,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6843,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6844,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6845,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6846,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6847,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6848,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6849,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6850,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6851,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6852,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6853,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6854,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6855,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6856,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6857,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6858,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6859-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6859-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6859-3,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6859-4,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6860,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6861,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6862-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6862-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6863,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6864,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6865,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6866,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6867,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6868,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6869,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6870,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6871,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6872,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6873,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6874,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6875,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6876,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6877,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6878,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6879,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6880,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6881,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6882,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6883,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6884,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6885,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6886,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6887,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6888,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6889,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6890,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6891,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6892,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6893,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6894,0,NaN,NaN,NaN,NaN,NaN,Low
MIR6895,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7-1,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
MIR7-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7-3,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7-3HG,0.104383032,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
MIR708,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7106,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7107,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7108,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7109,0,NaN,NaN,NaN,NaN,NaN,Low
MIR711,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7110,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7111,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7112,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7113,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7114,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7150,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7151,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7152,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7153,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7154,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7155,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7156,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7157,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7158,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7159,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7160,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7161,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7162,0,NaN,NaN,NaN,NaN,NaN,Low
MIR718,0,NaN,NaN,NaN,NaN,NaN,Low
MIR744,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7515,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7515HG,0,NaN,NaN,NaN,NaN,NaN,Low
MIR758,0,NaN,NaN,NaN,NaN,NaN,Low
MIR759,0,NaN,NaN,NaN,NaN,NaN,Low
MIR760,0,NaN,NaN,NaN,NaN,NaN,Low
MIR761,0,NaN,NaN,NaN,NaN,NaN,Low
MIR762,0,NaN,NaN,NaN,NaN,NaN,Low
MIR762HG,19.95900306,-0.19502285,0.492319506,-0.396130658,0.692008643,0.878887709,OK
MIR764,0,NaN,NaN,NaN,NaN,NaN,Low
MIR765,0,NaN,NaN,NaN,NaN,NaN,Low
MIR766,0,NaN,NaN,NaN,NaN,NaN,Low
MIR767,0,NaN,NaN,NaN,NaN,NaN,Low
MIR769,0,NaN,NaN,NaN,NaN,NaN,Low
MIR770,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7702,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7703,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7704,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7705,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7706,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7843,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7844,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7845,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7846,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7847,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7848,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7849,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7850,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7851,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7852,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7853,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7854,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7855,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7856,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7973-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7973-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7974,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7975,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7976,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7977,0,NaN,NaN,NaN,NaN,NaN,Low
MIR7978,0,NaN,NaN,NaN,NaN,NaN,Low
MIR802,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8052,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8053,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8054,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8055,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8056,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8057,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8058,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8059,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8060,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8061,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8062,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8063,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8064,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8065,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8066,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8067,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8068,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8069-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8069-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8070,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8071-1,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8071-2,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8072,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8073,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8074,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8075,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8076,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8077,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8078,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8079,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8080,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8081,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8082,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8083,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8084,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8085,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8086,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8087,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8088,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8089,0,NaN,NaN,NaN,NaN,NaN,Low
MIR8485,0,NaN,NaN,NaN,NaN,NaN,Low
MIR873,0,NaN,NaN,NaN,NaN,NaN,Low
MIR874,0,NaN,NaN,NaN,NaN,NaN,Low
MIR875,0,NaN,NaN,NaN,NaN,NaN,Low
MIR876,0,NaN,NaN,NaN,NaN,NaN,Low
MIR877,0,NaN,NaN,NaN,NaN,NaN,Low
MIR885,0,NaN,NaN,NaN,NaN,NaN,Low
MIR887,0,NaN,NaN,NaN,NaN,NaN,Low
MIR888,0,NaN,NaN,NaN,NaN,NaN,Low
MIR889,0,NaN,NaN,NaN,NaN,NaN,Low
MIR890,0,NaN,NaN,NaN,NaN,NaN,Low
MIR891A,0,NaN,NaN,NaN,NaN,NaN,Low
MIR891B,0,NaN,NaN,NaN,NaN,NaN,Low
