GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
AAK1,499.0944604,-0.085625198,0.157098805,-0.545040416,0.585725721,0.824875345,OK
AAMDC,186.3212324,0.012053359,0.18665134,0.064576869,0.948510902,0.980041547,OK
AAMP,2146.046484,-0.184705522,0.130295026,-1.417594574,0.156309165,0.520822118,OK
AANAT,5.659449095,-0.024954907,0.899721328,-0.027736263,0.977872502,NaN,Low
AAR2,916.8206492,-0.153124356,0.129449168,-1.182891781,0.236852039,0.589704401,OK
AARD,0.768008243,-0.700693924,2.598751795,-0.269627105,0.787447145,NaN,Low
AARS,5655.333752,-0.133067599,0.127235114,-1.045840214,0.295634811,0.638426558,OK
AARS2,399.4948186,-0.193740827,0.17348073,-1.116785864,0.264085895,0.61150619,OK
AARSD1,635.248624,-0.136458722,0.141217171,-0.966304035,0.333892068,0.66436811,OK
AASDH,161.2099548,0.38461643,0.242218645,1.587889442,0.112311341,0.474186939,OK
AASDHPPT,643.8485804,0.501675083,0.195548872,2.565471636,0.010303565,0.267186147,OK
AASS,6.067196806,-0.480317027,0.842207959,-0.57030692,0.568469548,NaN,Low
AATBC,15.1275836,-0.573662012,0.567631618,-1.010623782,0.312196529,0.64909034,OK
AATF,2449.172234,-0.073539402,0.119387613,-0.61597179,0.537913139,0.796138405,OK
AATK,13.48287372,-0.29474152,0.601678776,-0.489865242,0.62422926,NaN,Low
ABALON,241.229674,0.550480257,0.190106711,2.89563821,0.003783884,0.183881106,OK
ABAT,12.56392717,0.570537093,0.618668231,0.922202021,0.356423209,NaN,Low
ABCA1,240.9759849,-0.163631686,0.179782854,-0.910162917,0.362736598,0.68331203,OK
ABCA10,4.222927932,-0.045873776,1.031893335,-0.044455928,0.964540982,NaN,Low
ABCA11P,60.66985742,0.086299126,0.309566501,0.278774112,0.780418183,0.918925198,OK
ABCA12,55.49457303,0.169691516,0.318078008,0.533490249,0.593694259,0.829262453,OK
ABCA13,0,NaN,NaN,NaN,NaN,NaN,Low
ABCA17P,4.350677318,0.515528394,1.019375573,0.505729594,0.61304649,NaN,Low
ABCA2,1216.130611,-0.094264361,0.148981612,-0.632724803,0.52691337,0.790195926,OK
ABCA3,1583.055997,-0.226497414,0.148004831,-1.530337978,0.125933092,0.488791857,OK
ABCA4,3.705488937,-1.366785267,1.14440842,-1.194315983,0.232354388,NaN,Low
ABCA5,120.8558988,0.369003295,0.280536982,1.315346349,0.188393528,0.550265928,OK
ABCA6,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
ABCA7,424.0299039,-0.165527275,0.164077023,-1.008838846,0.313051928,0.649876325,OK
ABCA8,1.720795534,0.98278874,1.680390661,0.584857297,0.558643674,NaN,Low
ABCA9,0,NaN,NaN,NaN,NaN,NaN,Low
ABCA9-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
ABCB1,2.105125652,2.433766897,1.737503059,1.400726683,0.16129582,NaN,Low
